333378,40,Amethyst,24.08.2019
277676,180,Koenigsblau,22.01.2013
758649,176,Kobaltgruen,20.09.1963
53573,91,Malachitgruen,19.04.1937
404248,203,Himmelgrau,06.09.1999
409449,40,Rot,07.01.1999
910692,181,Elfenbein,04.02.1958
781788,90,Kaktusgruen,27.01.1951
988947,162,Lavendel,15.04.1974
951553,148,Zitronengelb,21.01.2001
514825,332,Nussbraun,24.09.2017
836993,332,Dunkelgrau,21.08.1973
902861,51,Olivgruen,25.09.2017
637994,107,Blau,19.06.1965
748604,367,Saphirblau,09.03.2016
222963,31,Graphitgrau,22.02.1989
127517,151,Schiefergrau,10.03.1951
600780,295,Blaugruen,10.03.1963
167890,266,Purpurrot,26.04.2010
181921,329,Purpur,12.06.1972
641481,304,Moosgruen,02.01.1977
553879,354,Pink,21.08.1977
519079,370,Pink,05.11.1992
211222,212,Hellgruen,20.01.1978
8528,59,Zartrosa,25.05.1984
659976,138,Schwarz,13.04.1972
3763,373,Scharlachrot,11.03.1947
845974,344,Cremeweiss,23.01.2005
981930,199,Pflaumenblau,09.11.1974
301880,35,Smaragd,02.10.1935
442002,94,Cremeweiss,16.03.1987
281452,283,Ziegelrot,12.04.1986
266465,183,Saharasand,04.08.1963
556571,235,Olivgruen,25.11.1968
64659,40,Feuerrot,17.08.2003
774907,285,Gold,26.02.1934
142991,79,Maisgelb,04.02.1993
229907,264,Lila,24.11.1979
600096,269,Aprikose,09.01.2018
37522,190,Lila,17.03.1932
502917,286,Purpur,14.05.1947
187028,213,Cremeweiss,14.08.1988
756014,303,Minzgruen,23.05.2008
810057,96,Himbeerpink,11.05.1945
931379,23,Gold,15.08.1962
553054,42,Schokoladenbraun,10.10.1932
538572,87,Malachitgruen,01.08.1991
970518,320,Aquamarin,25.10.2017
10190,288,Rot,17.01.1996
280209,363,Zartrosa,22.07.1943
863200,289,Korallenrot,09.01.1949
177117,135,Lila,11.07.1951
45285,280,Gelb,08.03.1997
795219,221,Zinnoberrot,24.03.2002
396302,101,Braun,20.11.2013
989538,56,Smaragdgruen,21.05.1962
99884,355,Dunkelblau,20.05.1990
757442,341,Pergament,13.01.1944
904337,201,Silber,09.08.1927
295330,202,Schlamm,08.01.2000
757187,233,Kobaltblau,18.06.1981
437669,40,Dunkelblau,04.11.1994
485651,76,Kupfer,01.07.2005
21104,323,Terrakotta,13.09.1988
547101,296,Elfenbein,20.03.1924
523612,190,Zinnoberrot,05.11.1937
219495,235,Pink,27.03.1987
818498,358,Stahlblau,13.04.2004
608182,212,Ozeanblau,12.05.2014
978398,252,Pfirsich,27.01.1949
733375,3,Blaugruen,11.06.2009
225728,205,Jagdgruen,25.07.1976
698446,222,Zartrosa,09.10.1993
893760,172,Silber,26.06.1984
376752,83,Himbeerpink,17.02.2019
798896,369,Schlamm,10.07.1942
698299,142,Mint,19.06.1977
153207,70,Korallenrot,16.06.1962
437718,237,Mitternachtsblau,25.02.1933
211645,68,Schlamm,24.11.2006
773955,112,Wasserblau,15.02.1989
757912,73,Tuerkis,01.11.1932
594993,274,Graphitgrau,15.10.1955
888398,39,Karamell,20.01.1936
438965,259,Kieselgrau,25.09.1962
722763,67,Blau,25.04.2006
990245,375,Karamell,27.04.2010
781001,215,Magenta,06.11.1999
46250,103,Kirschrot,25.07.1972
975931,353,Rosa,20.07.1955
349811,200,Dunkelgrau,05.03.1929
381269,20,Pflaumenblau,07.04.1987
145968,268,Granatrot,27.10.1947
545085,48,Jade,16.09.1998
216390,151,Dunkelblau,23.09.2008
277064,132,Schokoladenbraun,21.10.1928
383792,20,Schiefergrau,06.08.1939
788638,149,Hellblau,10.09.2010
96515,230,Kirschrot,24.03.1925
548475,367,Hellblau,11.01.1954
504377,254,Wasserblau,24.10.1992
519187,259,Himmelgrau,12.01.1954
325289,244,Hellgruen,05.02.1926
23563,230,Bronze,16.02.2017
210591,265,Kaktusgruen,20.09.1952
844535,352,Gelb,04.06.2002
818365,261,Lila,21.10.1977
674211,27,Kobaltblau,06.07.2015
253075,83,Hellblau,07.01.2016
841142,371,Amethyst,16.03.2015
798040,329,Karminrot,17.10.2003
217152,129,Rubinrot,23.03.2022
687544,80,Bronze,02.01.2004
354297,351,Hellgruen,13.03.1939
465427,298,Weiss,10.03.1940
763655,129,Feuerrot,02.04.1966
82802,48,Zartrosa,02.09.1994
247698,97,Kirschrot,13.07.1993
198773,186,Saphirblau,13.09.1985
241822,184,Olivgruen,02.11.1945
433945,162,Karamell,12.08.2004
479432,37,Indigo,25.10.1959
343830,258,Kieselgrau,24.10.1986
167234,160,Beige,14.11.1995
432132,109,Senf,15.10.1938
871040,348,Azurblau,23.04.1965
205444,345,Schiefergrau,20.05.1952
557404,320,Sonnengelb,09.07.1938
201726,3,Schneeweiss,26.01.1946
288796,168,Ozeanblau,19.08.1999
736910,180,Saphirblau,16.02.1939
780113,247,Pergament,20.08.1954
700946,203,Purpur,23.09.1924
747207,289,Kobaltgruen,05.05.1936
325939,20,Schokoladenbraun,20.03.1951
617512,218,Vanille,25.04.2016
300919,229,Limettengruen,05.04.1977
234999,52,Dunkelgrau,22.10.2005
737335,231,Braun,26.01.1960
286081,7,Gold,12.08.2008
756942,169,Ocker,07.02.1960
216524,362,Jagdgruen,09.02.1940
521827,101,Scharlachrot,02.09.1954
447682,24,Bronze,13.06.1926
146062,168,Schlamm,02.01.1973
500688,67,Muschelrosa,24.04.1983
312146,343,Zitronengelb,19.03.1972
869567,292,Tannengruen,22.01.2021
607803,307,Kobaltgruen,11.03.2002
927210,220,Orchidee,05.01.1930
458419,105,Moosgruen,21.11.1996
54713,149,Wasserblau,05.09.1994
647134,123,Lavendel,21.11.1965
57790,78,Mint,02.04.2019
981414,93,Amethyst,25.06.1939
15758,115,Saharasand,12.05.1936
995862,353,Amethyst,01.10.2005
81186,332,Scharlachrot,04.01.1975
596364,211,Saharasand,23.05.1993
873358,365,Mokka,12.08.1997
244284,98,Elfenbein,06.03.1944
145016,87,Korallenrot,13.02.1926
186970,244,Gelb,21.09.1960
245245,237,Grau,27.06.2006
72085,351,Saharasand,25.05.2010
457419,291,Pergament,18.04.2004
244431,18,Minzgruen,09.04.1925
837798,70,Bernstein,01.02.2008
540882,62,Kieselgrau,09.08.1975
912846,275,Kupfer,04.02.1978
717921,333,Jade,18.10.2020
671704,231,Hellgruen,04.05.2022
851175,316,Pflaumenblau,15.10.1990
715835,148,Schwarz,27.06.2008
848283,200,Himmelblau,03.06.1999
568619,362,Terrakotta,06.01.1974
457354,293,Eisblau,24.08.2012
615660,326,Stahlblau,22.11.1937
555253,340,Rubinrot,25.10.1945
771943,12,Elfenbein,11.05.1997
962516,323,Weiss,05.07.1951
954223,17,Schokoladenbraun,04.09.1971
606028,270,Orange,09.11.1940
353872,17,Limettengruen,08.04.1924
928623,97,Sonnengelb,19.04.1995
216333,367,Amethyst,16.07.2004
294532,156,Stahlblau,03.06.1981
863787,55,Malachitgruen,24.06.2021
765149,79,Azurblau,15.03.1993
363370,75,Malachitgruen,07.11.1960
401744,254,Karminrot,21.05.1940
608114,260,Beige,26.09.2020
587508,9,Rot,07.04.1938
414774,103,Rot,26.09.2007
411919,119,Zartrosa,20.03.1933
652531,328,Korallenrot,27.08.2004
903076,56,Aquamarin,05.08.2016
429877,22,Graphitgrau,10.04.1956
522758,309,Eisblau,19.06.1924
171047,307,Nussbraun,14.01.2011
432577,66,Dunkelgruen,04.08.2004
965308,246,Zinnoberrot,12.06.1951
460030,35,Kirschrot,21.06.1966
437391,284,Feuerrot,18.11.1932
319442,192,Senf,22.01.1975
521264,369,Limettengruen,27.11.1955
371417,134,Kobaltblau,26.03.2006
767148,292,Nussbraun,14.09.2017
134546,163,Schiefergrau,17.02.2020
236623,39,Lila,17.09.2003
453880,344,Senf,03.10.1992
760402,50,Aquamarin,20.04.1989
466066,153,Aquamarin,14.08.1963
119894,110,Kieselgrau,24.06.2015
429117,216,Terrakotta,19.05.1985
342506,182,Blau,01.09.2007
263902,141,Amethyst,15.10.2001
513057,137,Mokka,20.01.1979
269098,68,Kaktusgruen,23.04.1974
13157,330,Pfirsich,05.01.1984
130301,44,Scharlachrot,04.08.2010
205008,113,Tuerkis,09.03.1984
70371,111,Kupfer,06.03.1989
854956,79,Kirschrot,18.09.1946
475677,141,Gold,18.07.2010
125972,334,Schwarz,26.11.1970
554574,21,Tannengruen,06.03.1935
378014,293,Zitronengelb,24.04.1940
408658,101,Dunkelgrau,16.03.1946
869973,84,Magenta,11.05.1958
542877,114,Pfauenblau,12.10.2017
766482,372,Henna,05.01.2018
780483,259,Mokka,20.02.2011
37280,176,Sahne,13.04.1925
237293,317,Kieselgrau,02.04.1990
906468,249,Bronze,14.05.2018
351284,354,Peridotgruen,19.06.1998
254772,337,Tuerkis,22.11.1959
759948,235,Nussbraun,22.01.2001
315184,154,Himbeerpink,07.02.1998
699345,129,Ziegelrot,27.10.1988
170007,317,Orchidee,15.09.1955
536341,333,Silber,12.02.1975
476908,224,Kobaltgruen,27.02.1954
372028,272,Koralle,19.01.1993
616034,315,Tannengruen,18.09.1991
363655,310,Himbeerpink,02.02.1971
503738,145,Sonnengelb,18.11.2008
246419,332,Lila,19.01.1934
645597,25,Pink,21.09.1930
626415,327,Indigo,20.11.1949
52482,111,Gruen,07.08.1992
550633,304,Magenta,02.09.1951
739472,142,Blaugruen,03.09.1964
941679,152,Kupfer,26.03.1946
296157,198,Kobaltblau,24.01.1931
574274,39,Braun,14.04.2011
619651,278,Korallenrot,04.11.1985
674109,97,Muschelrosa,20.08.2015
274574,82,Grau,19.08.2009
520721,198,Koralle,01.10.1960
467177,79,Peridotgruen,21.04.1942
379216,315,Azurblau,25.04.1970
816202,275,Schneeweiss,10.08.1982
52076,298,Schokoladenbraun,18.11.1956
788884,339,Henna,04.02.1943
74108,53,Eisblau,04.05.1972
110824,32,Minzgruen,11.11.1997
508981,138,Kobaltgruen,02.05.1988
355253,66,Bernstein,27.03.1960
69448,228,Indigo,10.05.1946
493156,313,Korallenrot,15.10.2003
99978,61,Aquamarin,14.04.1936
100690,186,Henna,07.01.1931
567847,364,Magenta,05.07.1956
343083,332,Malachitgruen,02.09.1980
424561,59,Rosa,01.06.2006
296495,303,Himbeerpink,25.03.1960
81383,364,Kupfer,15.01.1988
107027,328,Henna,17.03.1982
443921,283,Malachitgruen,24.11.1941
925370,242,Muschelrosa,26.02.1972
465817,9,Blaugruen,13.10.1962
641719,328,Pink,24.07.1952
263884,211,Zitronengelb,18.03.1969
56979,353,Magenta,22.09.1981
402111,251,Moosgruen,23.06.1941
156263,69,Scharlachrot,18.07.2008
606243,365,Weiss,10.06.1993
361374,12,Violett,14.10.1926
773996,331,Indigo,07.03.1925
588759,203,Mitternachtsblau,07.11.1996
222022,196,Schlamm,13.04.1995
309424,231,Feuerrot,09.01.1964
301545,33,Rot,01.01.1970
245576,20,Himmelblau,22.06.1954
608089,193,Zinnoberrot,10.01.1972
477782,198,Indigo,22.02.1923
688584,233,Koralle,17.05.1963
727184,47,Stahlblau,01.01.1987
704971,365,Gruen,21.02.1997
746638,174,Muschelrosa,25.11.2014
200276,143,Orchidee,13.07.1934
597176,83,Weiss,15.11.2014
654345,317,Grau,01.08.2006
903189,163,Aquamarin,27.06.2016
730902,218,Bronze,10.07.1992
273063,242,Gold,24.11.1951
760206,263,Wasserblau,11.03.1943
42776,78,Saharasand,03.07.1947
194477,339,Henna,12.06.1971
460960,323,Azurblau,05.05.1983
538646,322,Dunkelblau,09.05.1994
353331,35,Himmelblau,06.08.1951
922189,358,Purpurrot,01.07.2008
25856,138,Kaktusgruen,05.03.1959
941344,56,Bronze,24.10.1946
734836,103,Mokka,15.08.1975
916857,175,Zinnoberrot,24.07.1933
733456,1,Rosa,14.03.2022
67633,28,Azurblau,14.10.1987
739535,8,Ziegelrot,17.10.1970
47479,211,Schwarz,08.01.1977
261007,253,Nussbraun,18.03.2016
777341,109,Limettengruen,12.11.2021
293657,33,Zitronengelb,22.09.1928
842493,19,Stahlblau,05.01.1949
815561,309,Zartrosa,12.10.2003
563610,215,Limettengruen,02.07.2006
546017,185,Mint,02.01.2010
803389,222,Purpurrot,18.10.1990
507138,76,Mokka,27.01.1951
393808,99,Orange,18.11.1933
189273,360,Schokoladenbraun,04.09.1966
988745,210,Braun,09.02.1941
465234,339,Limettengruen,02.04.2013
576707,262,Orange,18.06.1971
393945,77,Ocker,15.11.1947
436189,291,Schwarz,24.10.1941
476670,76,Mint,26.04.1980
204557,117,Ozeanblau,05.03.1935
46458,166,Aprikose,05.01.1989
748161,63,Mokka,15.06.1927
9256,333,Purpurrot,04.10.1980
404400,79,Pfauenblau,10.01.1982
807988,272,Wasserblau,01.02.1985
371345,70,Malachitgruen,08.07.1979
866651,304,Sahne,26.06.2019
770580,234,Salbeigruen,20.07.1938
712612,347,Bernstein,13.01.1975
418031,323,Smaragdgruen,02.08.1976
146581,324,Koralle,17.07.1953
277651,254,Ocker,22.05.1956
157167,359,Gold,17.08.1997
558890,188,Rot,01.11.1962
564910,45,Schlamm,04.01.1939
840725,203,Braun,07.09.2011
256363,256,Pergament,01.08.1965
270895,362,Azurblau,03.02.1957
879860,337,Weiss,17.03.2022
997238,141,Aquamarin,17.09.1947
330246,164,Scharlachrot,19.02.1932
761315,305,Silber,12.05.1992
486295,304,Kobaltblau,10.08.2000
395538,96,Blaugruen,02.07.1925
451717,335,Orange,10.10.1941
943656,317,Smaragd,18.07.1935
551474,22,Olivgruen,01.11.1982
875580,135,Pflaumenblau,22.02.1957
459027,74,Schiefergrau,22.09.1940
822843,298,Purpurrot,07.01.2011
933835,292,Grau,11.07.2009
803445,335,Orchidee,17.06.2010
287207,317,Blau,16.07.1998
455401,86,Saharasand,14.03.1982
307282,186,Tuerkis,19.07.1952
578017,135,Schokoladenbraun,06.01.2000
494376,310,Kieselgrau,08.02.1976
720285,283,Schwarz,17.11.1988
345067,309,Bernstein,21.10.2022
161993,113,Blau,02.04.1955
575884,263,Schwarz,07.02.1923
412283,240,Saphirblau,03.07.2001
399992,150,Rot,20.08.2008
557,360,Schokoladenbraun,21.02.2020
620365,370,Muschelrosa,17.08.1989
909296,219,Bronze,23.01.1932
415709,276,Jagdgruen,14.06.2018
187128,341,Feuerrot,25.07.1977
4522,167,Saphirblau,14.03.2022
613467,75,Muschelrosa,13.10.1956
14948,289,Karminrot,21.02.1948
564190,89,Koenigsblau,16.10.1958
784459,66,Cremeweiss,27.06.1968
739472,173,Pink,11.07.1940
83380,137,Bernstein,10.08.2022
418931,41,Blau,19.03.1989
124770,222,Salbeigruen,04.04.1979
968074,263,Smaragdgruen,10.08.1952
594367,309,Beige,05.09.1972
383398,296,Blau,17.08.1992
594228,299,Purpurrot,04.11.1957
224668,196,Henna,18.06.1993
635942,31,Purpur,13.04.1952
66047,363,Pergament,26.04.2012
296229,293,Weiss,05.08.1987
234754,282,Orange,25.11.2016
726139,43,Blaugruen,02.03.2014
658136,4,Braun,02.07.1967
705107,265,Pfirsich,09.06.1978
775320,243,Senf,10.02.1963
820824,352,Pflaumenblau,04.02.1977
91663,117,Magenta,07.02.1993
656795,339,Schiefergrau,18.02.1983
863700,157,Lila,19.01.1983
766976,182,Gold,03.02.2019
594780,76,Zartrosa,16.07.1984
709527,126,Kaktusgruen,12.09.1936
108713,176,Stahlblau,16.03.1968
626457,11,Feuerrot,18.03.2008
162844,159,Pflaumenblau,02.09.1969
612705,30,Azurblau,05.03.1961
707871,261,Gelb,21.02.2017
935775,323,Korallenrot,11.03.1956
673163,357,Smaragdgruen,22.02.2022
865759,162,Amethyst,16.07.2014
446102,121,Kieselgrau,19.07.1965
483542,264,Zitronengelb,12.07.1988
249476,209,Himmelblau,04.08.2021
153724,51,Koenigsblau,14.01.1933
10730,224,Azurblau,01.02.1973
852582,262,Hellgruen,24.11.2017
846201,42,Sahne,11.06.2004
365594,303,Peridotgruen,11.07.1992
849227,351,Pfauenblau,11.07.1979
610993,274,Kaktusgruen,10.01.1932
372938,303,Mitternachtsblau,08.10.1980
6961,366,Maisgelb,13.10.1947
570917,101,Tuerkis,05.07.1937
765921,88,Terrakotta,25.10.1934
974224,97,Azurblau,20.06.1950
121968,336,Gold,14.03.1971
790152,139,Malachitgruen,11.02.1990
858790,178,Pflaumenblau,15.06.1932
748157,126,Grau,25.09.1929
143997,294,Sahne,06.10.2008
527893,370,Feuerrot,06.04.2009
961711,167,Saphirblau,13.05.1982
527736,82,Maisgelb,14.07.1992
731121,89,Kieselgrau,05.11.2021
265424,26,Himmelblau,17.07.1946
470885,75,Jagdgruen,18.01.1946
193591,291,Rosa,15.04.2012
880168,168,Henna,20.04.2007
236517,56,Zartrosa,24.04.1995
857644,303,Malachitgruen,19.03.1957
51200,173,Rubinrot,08.03.1970
217500,290,Korallenrot,12.01.1947
687117,107,Jagdgruen,03.06.1929
708609,238,Grau,22.05.1983
979327,369,Violett,05.01.1983
231442,334,Dunkelgrau,20.01.1999
911613,339,Schwarz,03.11.2020
211288,72,Sahne,03.11.1974
223931,144,Rubinrot,21.06.2001
393154,338,Kaktusgruen,10.08.2010
566025,229,Lavendel,09.11.1967
185954,129,Lavendel,24.01.1944
615295,309,Himbeerpink,02.11.2013
743748,176,Hellblau,08.11.1934
741984,85,Graphitgrau,16.08.1996
321690,184,Ocker,08.08.1976
204429,75,Gelb,21.03.1977
464743,280,Kobaltblau,08.03.1951
55806,350,Schneeweiss,11.10.1952
155312,10,Pflaumenblau,17.04.2010
69699,269,Pfauenblau,20.05.1948
784356,110,Sahne,24.11.1932
587815,241,Amethyst,11.08.1962
519612,319,Granatrot,27.06.1937
781915,32,Olivgruen,05.01.1927
622349,306,Purpurrot,07.07.1985
671007,299,Maisgelb,20.07.1930
534880,211,Jagdgruen,13.02.1989
705760,150,Weiss,07.10.1970
346281,305,Minzgruen,15.08.1936
482349,7,Eisblau,16.04.2012
331570,297,Lila,17.03.1995
686135,276,Salbeigruen,13.06.1950
336,341,Ziegelrot,20.06.1932
961640,291,Kobaltblau,20.10.1936
216649,295,Kobaltgruen,09.06.1982
693726,165,Mint,27.08.1942
996908,89,Marineblau,16.03.1952
350869,143,Graphitgrau,11.07.1962
28069,302,Graphitgrau,01.06.1967
706643,268,Ocker,15.10.1967
486966,336,Rot,23.10.1926
854007,326,Scharlachrot,12.07.1923
58145,323,Granatrot,02.08.2019
463532,232,Limettengruen,04.04.1991
505046,32,Nussbraun,22.03.1998
975287,204,Gold,26.07.1950
251589,243,Schwarz,24.10.1940
631362,176,Grau,23.11.1961
20140,2,Bernstein,08.06.2007
53247,330,Amethyst,07.10.1923
948050,213,Karminrot,11.08.2015
595940,96,Peridotgruen,01.09.1926
838196,100,Minzgruen,03.02.1951
512048,185,Feuerrot,18.03.2018
113337,108,Dunkelgruen,10.06.1990
29239,289,Tannengruen,23.07.1956
325454,238,Ocker,03.08.2016
125523,180,Grau,15.10.1954
786385,221,Bernstein,26.08.1993
477762,307,Pergament,22.03.1950
758523,361,Azurblau,27.07.1986
159415,151,Wasserblau,05.09.1980
524202,54,Azurblau,26.09.1973
416540,278,Zartrosa,09.11.1957
864295,132,Karminrot,24.11.2007
232480,162,Ocker,16.01.1941
593808,75,Mokka,11.05.1945
641358,237,Blaugruen,09.04.2014
518321,184,Vanille,01.10.1989
104501,337,Ziegelrot,05.05.1947
545610,205,Moosgruen,15.07.1934
176540,14,Zartrosa,14.09.1928
200044,257,Korallenrot,11.05.1960
503900,28,Magenta,27.01.1955
62118,337,Sonnengelb,21.02.1998
325379,154,Smaragd,22.06.1948
967185,360,Karminrot,23.06.1960
725665,39,Orchidee,18.01.1939
571452,336,Salbeigruen,24.08.2002
216242,87,Mint,24.10.2001
23199,67,Lavendel,03.04.1926
677518,278,Scharlachrot,09.01.2018
44154,266,Stahlblau,16.04.1940
822304,75,Schneeweiss,09.03.1945
208673,32,Zartrosa,02.02.1934
6653,109,Salbeigruen,22.11.1997
556194,262,Karminrot,06.02.1988
897655,248,Tuerkis,16.03.1966
789172,246,Henna,16.07.2012
371542,291,Blaugruen,26.11.1950
656066,367,Himmelblau,14.08.1945
834710,54,Dunkelgrau,20.03.2009
893456,224,Koenigsblau,18.11.2011
249903,231,Magenta,20.01.1937
410713,97,Mint,23.08.1947
349621,57,Rosa,20.01.1949
56729,196,Himbeerpink,13.03.1984
24032,366,Saharasand,04.08.1991
320338,300,Schneeweiss,15.01.1954
330120,376,Rubinrot,05.07.1963
950236,325,Kaktusgruen,27.10.2014
752358,169,Schwarz,07.09.2002
857900,297,Lila,24.01.1977
76085,56,Malachitgruen,07.06.1945
827554,276,Scharlachrot,26.02.1989
254089,242,Wasserblau,10.03.1994
111622,338,Scharlachrot,27.08.1988
836488,298,Rosa,24.02.1995
260436,229,Korallenrot,16.01.1995
830400,311,Ziegelrot,27.10.1996
251869,9,Azurblau,10.06.1948
749671,141,Graphitgrau,12.04.2010
365881,362,Eisblau,09.08.1928
738971,180,Ziegelrot,23.06.1990
260737,198,Zitronengelb,21.08.1994
394755,281,Jagdgruen,21.03.1988
54902,221,Maisgelb,19.09.2000
560307,250,Eisblau,20.11.1966
709437,54,Kobaltblau,01.05.2014
519994,358,Amethyst,01.04.2015
327857,354,Blaugruen,10.11.1932
372328,227,Schiefergrau,08.09.1952
63833,102,Rubinrot,06.03.2017
686132,58,Braun,20.03.1966
155795,116,Maisgelb,26.10.1938
89365,305,Beige,09.05.1953
108092,259,Henna,04.11.1925
676035,149,Salbeigruen,24.09.1947
359694,194,Graphitgrau,20.06.1975
582063,145,Sonnengelb,07.10.1955
572817,8,Kobaltblau,18.11.2002
274214,2,Schneeweiss,12.03.2012
394755,118,Kaktusgruen,03.02.1996
753983,242,Saharasand,26.11.2001
190161,370,Lila,07.09.2012
496311,173,Rosa,18.10.1945
910645,263,Zitronengelb,04.11.1927
295069,201,Kupfer,17.02.2021
914380,69,Bernstein,19.05.1924
962219,336,Senf,04.03.1977
50171,317,Grau,19.05.1923
546669,254,Maisgelb,11.09.2012
996789,93,Zartrosa,03.10.1931
221731,255,Gold,20.02.1997
693173,11,Purpurrot,23.03.1931
256941,32,Purpur,03.02.1954
621318,202,Purpurrot,22.04.1948
363372,263,Himbeerpink,14.05.1978
417679,234,Kupfer,02.11.1991
438257,267,Graphitgrau,07.07.1990
806977,312,Tannengruen,01.11.1944
166421,61,Mitternachtsblau,02.08.2012
862056,307,Amethyst,25.02.1961
9417,111,Lavendel,06.09.2009
372910,233,Smaragdgruen,16.06.1954
58680,115,Vanille,05.11.1940
111949,32,Korallenrot,02.02.1957
739529,152,Pergament,05.11.2002
675918,82,Gruen,27.10.1963
571436,166,Tuerkis,01.09.1956
454081,255,Olivgruen,19.11.2013
565215,102,Gold,08.03.2005
839381,249,Amethyst,16.01.1980
924723,55,Ozeanblau,02.04.2003
178710,256,Pfauenblau,25.04.2003
283366,73,Muschelrosa,03.05.2020
778460,9,Elfenbein,05.11.1930
162789,330,Kieselgrau,07.08.1947
511949,44,Malachitgruen,17.06.1994
874524,60,Aprikose,04.11.2010
203976,11,Granatrot,20.09.1963
846591,359,Schlamm,09.11.1985
126173,39,Schokoladenbraun,15.05.1981
786342,123,Aquamarin,09.11.1930
131965,136,Sonnengelb,17.11.2009
911964,105,Muschelrosa,05.07.1979
558011,181,Zitronengelb,01.07.1996
751530,60,Moosgruen,13.01.1995
550281,358,Purpurrot,24.07.1990
984560,183,Purpurrot,15.10.1974
623095,97,Marineblau,02.08.1946
167460,68,Grau,01.03.1968
901552,145,Olivgruen,24.07.2022
609110,243,Nussbraun,12.02.1958
768560,281,Ocker,01.09.1946
898862,132,Ocker,03.08.2006
207073,194,Purpur,11.03.1985
907953,67,Schlamm,18.10.1926
471924,120,Kobaltgruen,01.09.1924
375801,7,Feuerrot,21.03.2001
776326,41,Senf,23.10.2021
407844,173,Blau,03.03.1934
499537,268,Kirschrot,23.09.1976
251424,286,Himmelblau,27.07.1991
810138,121,Zitronengelb,17.01.2022
322060,371,Purpurrot,05.06.1925
324690,244,Indigo,27.06.1932
877012,154,Kaktusgruen,19.08.1932
318479,305,Ziegelrot,17.02.1962
154338,368,Pfauenblau,13.08.2003
546348,85,Henna,21.04.1927
515092,308,Gruen,10.02.1923
981045,346,Granatrot,26.09.2001
589232,141,Sahne,25.07.1985
264393,0,Terrakotta,19.02.1948
252575,60,Wasserblau,12.01.1989
520685,64,Schlamm,20.07.1959
495924,51,Zinnoberrot,15.03.1984
466910,130,Schlamm,05.01.2003
376998,145,Stahlblau,18.07.1984
989177,327,Pink,18.03.2000
543045,20,Karamell,27.02.1966
828905,101,Ziegelrot,05.08.1962
508499,40,Purpurrot,17.06.1951
726614,185,Silber,10.06.1982
130197,169,Pergament,24.03.2017
112745,335,Magenta,22.01.1968
326046,165,Smaragdgruen,22.08.1986
137207,102,Himmelblau,23.03.1994
286563,139,Wasserblau,24.05.2019
112463,141,Ocker,19.06.1968
1035,129,Himmelblau,15.04.1984
738467,44,Aprikose,04.07.2002
526410,81,Hellblau,19.10.1960
555144,350,Gold,11.01.1980
886584,23,Gruen,04.10.1926
607508,357,Feuerrot,18.03.1994
225828,92,Hellblau,15.07.1932
743196,258,Himmelblau,02.09.2006
816206,131,Senf,19.01.1986
854691,174,Saharasand,03.01.1984
428919,356,Stahlblau,21.06.1946
489771,342,Silber,25.10.1946
255628,376,Karminrot,18.04.1985
874498,164,Graphitgrau,11.02.1969
