InvoiceId,ItemCount,ProductId,Quantity,Cost
16,0,405950,1,72.63
16,1,760088,6,458.82
16,2,580304,6,412.38
16,3,508837,17,1200.88
16,4,358071,11,650.4300000000001
16,5,157299,18,1047.42
16,6,38069,10,723.6
16,7,241138,4,283.52
16,8,227924,19,1522.09
17,0,209888,12,86.76
17,1,39616,12,803.4000000000001
17,2,381016,2,138.64
17,3,225128,7,547.89
17,4,352690,16,1341.28
17,5,982546,8,471.84
17,6,307322,18,846
17,7,49285,17,1181.16
17,8,191438,19,1374.84
18,0,422035,9,498.59999999999997
18,1,744822,15,1057.65
18,2,419708,15,1164.3000000000002
18,3,754637,3,142.17000000000002
18,4,77585,15,379.20000000000005
18,5,31162,7,346.01
18,6,404255,12,1019.1600000000001
18,7,940119,7,632.1700000000001
18,8,990978,8,707.84
19,0,238664,2,144.42
19,1,980536,15,154.65
19,2,625459,15,800.7
19,3,602825,6,167.04
20,0,581236,1,48.8
20,1,544917,7,189.07000000000002
20,2,478043,14,306.03999999999996
20,3,154558,8,513.92
20,4,817929,18,1636.56
20,5,7287,17,746.81
20,6,782553,8,26.96
20,7,211350,2,128.74
20,8,779738,10,623.8000000000001
21,0,776356,1,10.88
21,1,187773,18,1438.2
21,2,779409,9,37.26
22,0,290042,18,1418.22
22,1,793975,2,95.86
22,2,973474,1,38.29
22,3,279313,6,589.74
22,4,984176,4,316.72
22,5,848872,18,939.78
22,6,409461,4,368.44
23,0,364584,2,192.64
24,0,236245,19,1864.4699999999998
24,1,853348,7,34.51
24,2,52871,6,36.96
24,3,327634,18,1379.8799999999999
24,4,526254,1,28.63
25,0,803658,6,281.1
25,1,759654,5,358.95000000000005
25,2,316038,11,71.17
26,0,26917,1,49.81
26,1,860639,11,979
26,2,706246,19,545.68
26,3,135791,13,810.03
26,4,319484,14,195.01999999999998
26,5,572121,13,398.45
26,6,879454,9,211.32
26,7,389671,2,172.4
26,8,342481,17,1246.78
27,0,440993,3,198.71999999999997
27,1,411231,9,589.32
27,2,445496,1,93.21
27,3,779975,13,439.78999999999996
28,0,550163,16,1003.36
28,1,306721,5,455.25
28,2,373867,16,1233.12
28,3,375095,8,297.04
29,0,370565,1,76.82
29,1,296943,13,670.93
29,2,898998,5,73.7
29,3,917599,14,927.9200000000001
30,0,366246,19,1765.48
30,1,596712,9,790.47
30,2,598332,7,545.3000000000001
30,3,486767,19,848.73
30,4,293266,1,77.81
31,0,843655,10,436.5
31,1,369204,11,888.8
31,2,718919,2,120
31,3,716182,11,280.06
31,4,797138,14,1300.18
32,0,942422,5,338.7
32,1,270181,4,251.08
32,2,166763,14,938.6999999999999
32,3,783012,14,504
32,4,184661,1,26.29
33,0,438201,1,62.04
33,1,379158,3,1.2000000000000002
33,2,841272,7,132.29999999999998
33,3,587982,2,159.38
33,4,981141,7,109.27
33,5,271024,3,93.30000000000001
33,6,488688,18,863.28
33,7,174558,17,1.36
34,0,994400,8,521.52
34,1,242630,9,293.04
34,2,876456,6,425.22
34,3,825255,10,332.8
34,4,697594,16,796.32
34,5,711039,2,44.22
34,6,902780,18,1273.68
34,7,344307,13,396.63
35,0,229210,14,7.42
35,1,41836,14,783.7199999999999
35,2,881188,10,541.8
35,3,517172,15,8.100000000000001
35,4,307949,8,159.44
36,0,862482,19,158.27
36,1,474005,10,825.8
36,2,764574,2,112.26
37,0,49097,2,37.1
37,1,996301,16,59.36
37,2,584697,6,313.79999999999995
37,3,196405,13,1184.56
37,4,7445,8,364.56
37,5,363710,5,398.6
37,6,358766,7,101.00999999999999
37,7,816926,1,47.68
38,0,451304,11,1078.33
38,1,283146,6,350.94
38,2,483229,6,195.36
38,3,391993,7,156.1
38,4,985844,9,354.96
38,5,256024,3,38.94
38,6,338852,12,40.32
38,7,583776,15,415.05
39,0,438744,14,1282.3999999999999
39,1,726726,17,414.46
39,2,453663,5,47.300000000000004
39,3,23849,1,15.5
39,4,712190,12,39
39,5,111354,11,872.96
39,6,396509,11,842.5999999999999
39,7,309912,13,689.91
39,8,260536,16,1301.76
40,0,314402,15,58.199999999999996
40,1,502482,4,142.4
40,2,612635,4,128.12
40,3,853500,13,843.7
40,4,816791,15,1357.2
41,0,914112,9,757.89
41,1,32996,12,459.12
41,2,252280,13,681.85
41,3,919911,10,526.3000000000001
41,4,661741,11,966.9000000000001
41,5,113878,9,720.18
41,6,476795,16,197.6
42,0,737917,18,773.82
42,1,152510,6,235.74
42,2,673599,8,319.52
42,3,87209,11,390.83000000000004
42,4,466770,13,392.86
42,5,693934,18,1741.86
42,6,265142,7,454.02
42,7,337056,5,251.75
43,0,474921,14,718.9
44,0,30790,19,950.76
44,1,303481,7,204.54
44,2,802871,7,116.27
44,3,448880,6,359.58
44,4,287481,18,444.59999999999997
44,5,556053,10,295.3
45,0,215863,17,1475.43
45,1,239101,11,388.41
46,0,353558,9,502.92
46,1,447932,17,145.01
46,2,307492,1,57.89
47,0,385242,15,1122.75
47,1,647622,9,847.26
47,2,552375,4,350.2
47,3,115263,2,47.66
47,4,504404,4,168.88
47,5,493505,18,1661.22
47,6,647238,19,1275.8500000000001
47,7,629319,3,262.92
48,0,395522,11,85.14
48,1,646512,18,1327.5
48,2,832371,15,176.7
48,3,668673,18,1321.56
48,4,676655,14,446.88
49,0,385880,4,287.6
49,1,351152,19,984.58
49,2,339857,18,895.68
49,3,136943,8,566.4
49,4,382182,7,253.11999999999998
49,5,577525,19,178.98
49,6,368886,7,186.62
49,7,98943,15,534.15
49,8,536292,6,233.57999999999998
50,0,140822,12,32.28
50,1,69259,4,159.24
50,2,946351,2,190.18
50,3,37685,10,5.8999999999999995
50,4,687555,5,323.9
50,5,793709,5,497.70000000000005
50,6,503613,8,516.16
50,7,401278,3,193.44
51,0,635743,4,224.44
51,1,931137,8,241.44
51,2,483333,17,1448.0600000000002
51,3,716366,2,167.58
51,4,900170,9,19.8
52,0,734261,19,1035.5
52,1,342689,4,213.28
52,2,53058,18,836.1
52,3,377247,16,693.12
52,4,289334,11,467.39000000000004
53,0,617579,6,259.5
53,1,575714,6,185.94
53,2,97719,16,761.28
54,0,63590,15,1008.3
54,1,482966,3,238.59
54,2,156280,6,385.43999999999994
54,3,227713,6,132.06
54,4,782392,7,25.900000000000002
55,0,373941,15,903.75
55,1,842600,13,431.86
55,2,67484,16,180.96
55,3,137642,2,9.72
55,4,194214,1,96.34
55,5,476214,19,168.15
56,0,983822,10,885.9000000000001
56,1,441457,12,512.16
56,2,31309,16,835.04
56,3,4305,19,1166.41
57,0,52322,16,776.64
57,1,118755,2,135.82
57,2,90239,12,308.28000000000003
57,3,236280,9,271.17
57,4,115249,9,98.10000000000001
58,0,513333,18,1215.54
58,1,577317,5,289.5
58,2,803414,13,1216.67
58,3,12516,16,1508.8
58,4,408627,16,973.6
58,5,461988,8,492.56
58,6,83756,3,165.32999999999998
59,0,139855,4,87.08
59,1,318225,11,876.48
59,2,43066,18,372.78000000000003
59,3,101592,11,792.11
60,0,216135,4,155.76
60,1,785217,19,859.9399999999999
60,2,100305,17,862.92
60,3,752366,3,197.67000000000002
60,4,487636,19,61.56
60,5,690605,12,429.48
60,6,153342,18,318.06000000000006
60,7,373380,6,593.04
60,8,862318,16,981.76
61,0,888923,9,490.86
61,1,39773,18,505.62
61,2,553299,7,98.07
61,3,700916,7,418.81
61,4,870123,10,216.29999999999998
61,5,900551,10,20.9
61,6,380959,12,56.64
61,7,471182,13,838.11
61,8,403848,6,492.36
62,0,105841,13,1217.06
62,1,238508,13,930.4099999999999
62,2,74584,6,489.36
63,0,528381,17,1254.26
63,1,972995,8,282.16
63,2,220352,3,125.69999999999999
63,3,88636,6,238.5
63,4,832634,3,250.5
64,0,475418,15,339.75
64,1,287742,2,123.34
64,2,242508,14,834.26
64,3,297111,8,683.44
64,4,874055,12,911.76
64,5,782942,11,577.83
65,0,623513,17,1064.03
65,1,772157,16,1063.04
66,0,533163,15,348.90000000000003
66,1,855045,7,444.28999999999996
66,2,682251,6,351.36
67,0,197747,6,596.88
67,1,482529,16,153.12
67,2,810121,14,675.7800000000001
67,3,580079,19,699.58
67,4,325058,11,968
68,0,288084,7,55.23
68,1,71480,16,414.08
68,2,710290,7,17.5
68,3,743731,1,89.73
68,4,497262,6,571.6800000000001
68,5,478391,2,199.6
68,6,219961,15,1203.9
69,0,873558,11,209.44
69,1,783715,18,1463.22
69,2,608500,15,1173.45
69,3,97656,8,461.44
69,4,784928,10,878
70,0,796516,19,160.74
70,1,835642,15,1094.7
70,2,251057,1,48.53
71,0,825258,4,20.76
71,1,594958,15,1418.7
71,2,397008,12,102.72
71,3,961130,2,88.3
71,4,984614,4,123.4
72,0,22818,13,24.05
72,1,222495,12,878.64
72,2,277610,5,199.7
72,3,573430,17,1651.5500000000002
72,4,848831,19,347.32000000000005
72,5,798637,11,188.32000000000002
72,6,804680,15,1198.8
72,7,598124,14,408.94
72,8,436838,6,316.74
73,0,158430,9,495
73,1,803009,15,910.0500000000001
73,2,278019,13,786.63
73,3,393348,6,540.48
73,4,879736,11,462.77
73,5,892630,4,384.24
74,0,534464,10,76.8
74,1,432611,17,1046.52
74,2,48149,9,704.52
74,3,186101,16,970.24
74,4,618827,12,155.28
74,5,648645,16,1296.16
75,0,238883,8,4.56
76,0,608138,4,84.8
76,1,984739,3,152.46
77,0,359,6,495.24
77,1,240242,4,129.88
77,2,525433,19,219.07
77,3,896013,3,281.1
77,4,582418,17,124.44
78,0,35137,12,502.68
78,1,10662,18,1388.16
78,2,457862,14,584.7800000000001
78,3,161519,5,401.85
79,0,851640,18,1130.58
79,1,643386,1,73.75
79,2,332871,12,915
79,3,54824,3,156.72
79,4,245229,19,1844.33
79,5,34841,18,1384.7400000000002
79,6,42905,1,79.43
79,7,680403,13,1285.83
80,0,482314,1,84.01
81,0,871583,10,535.3
81,1,199525,7,686.91
82,0,639948,6,233.45999999999998
82,1,640849,3,254.16
82,2,365257,8,728.72
82,3,321453,1,77.3
82,4,213596,13,873.0799999999999
83,0,911559,11,59.07
83,1,423948,10,366.5
83,2,485368,14,1366.3999999999999
83,3,906361,18,781.92
83,4,704567,10,673.3
83,5,217530,4,41
84,0,110782,14,1160.6000000000001
84,1,443340,19,815.29
84,2,977300,11,312.95
84,3,98927,13,462.02
84,4,948924,10,144
84,5,476288,5,377.55
85,0,425130,11,749.87
85,1,472693,1,31.08
85,2,585016,17,1177.59
85,3,576750,14,1267.98
85,4,13540,18,1411.56
85,5,283264,8,711.2
86,0,434889,4,369.68
86,1,117902,15,322.65000000000003
86,2,457250,18,1588.32
86,3,897475,16,307.04
86,4,33625,2,151.88
86,5,970219,15,1327.65
86,6,917434,4,166.92
86,7,356198,12,797.4000000000001
86,8,20100,13,604.76
87,0,162337,9,558.99
88,0,548327,8,93.92
88,1,467995,9,97.83
88,2,236647,4,388.12
88,3,973617,15,531.75
89,0,926687,3,87.36
89,1,311229,14,205.94
89,2,343183,5,110.15
89,3,248935,7,81.83
89,4,153146,15,378
89,5,340065,5,80.75
89,6,401299,12,618.48
89,7,398892,16,1317.6
90,0,898952,5,47.75
90,1,104627,5,297.25
90,2,624974,3,71.69999999999999
91,0,237820,18,1661.3999999999999
91,1,519561,3,43.62
91,2,990310,11,94.16000000000001
91,3,357030,15,405.3
91,4,111834,7,69.72
91,5,394647,7,493.28999999999996
91,6,542536,7,44.800000000000004
91,7,731134,5,264.85
91,8,425777,3,171.99
92,0,116984,3,192.84
92,1,658361,13,724.62
92,2,624843,18,179.64000000000001
92,3,429083,16,396.8
93,0,892599,4,52.72
93,1,517241,13,1115.79
93,2,222259,6,402.84000000000003
93,3,997281,11,888.25
93,4,318406,4,209.72
94,0,442054,16,1505.28
94,1,843533,2,29.8
94,2,196865,3,223.59
94,3,177822,3,278.19
94,4,682347,3,223.53000000000003
94,5,384350,2,27.32
94,6,680479,3,22.23
95,0,600145,1,18.06
95,1,710283,19,47.69
95,2,823335,9,249.03000000000003
95,3,658961,8,191.44
95,4,598571,16,871.2
96,0,359605,16,432
96,1,662611,2,20.4
96,2,378161,11,107.03
96,3,94867,4,40.68
96,4,163614,13,488.41
96,5,39427,2,81.24
96,6,734648,15,179.25
96,7,94666,14,1268.3999999999999
96,8,375984,5,62.75
97,0,955060,18,167.04
97,1,925066,19,1655.8500000000001
98,0,737909,16,456
98,1,708194,15,487.19999999999993
98,2,960181,6,305.46
98,3,664917,10,687.0999999999999
99,0,317452,17,451.52
99,1,496728,8,191.6
99,2,883072,10,48.4
99,3,991183,4,327.16
99,4,975398,16,1000.32
99,5,15267,12,184.44
99,6,817608,16,1136.32
99,7,588129,16,1485.28
99,8,327569,2,159.56
100,0,406147,10,896.8000000000001
100,1,453671,12,372.36
100,2,685126,12,203.28000000000003
101,0,274929,1,21.05
101,1,410298,6,226.56
102,0,944673,10,947.2
102,1,457857,8,76.4
102,2,178285,11,949.63
103,0,422126,18,1525.14
103,1,655149,6,267.36
103,2,650817,5,82.6
103,3,650173,12,884.1600000000001
103,4,593432,14,705.88
104,0,481353,4,254.52
104,1,546951,3,232.26
104,2,644276,19,1723.11
105,0,996997,14,430.08
106,0,147989,10,600.5
106,1,497162,11,775.06
106,2,766417,17,1635.74
106,3,946176,9,397.89
106,4,758181,6,482.15999999999997
107,0,864100,18,1289.52
107,1,700878,14,1273.3
107,2,465832,1,1.5
107,3,301544,1,43.37
107,4,146131,19,1890.8799999999999
108,0,955222,5,149.95
108,1,209512,15,1298.8500000000001
108,2,583980,14,1066.8
108,3,41910,2,162.6
108,4,711127,5,232.04999999999998
108,5,315497,8,556.56
108,6,714105,7,509.11
108,7,130089,16,1189.28
108,8,772685,10,821.1
109,0,325892,3,141.69
110,0,540919,10,414.7
110,1,980204,4,89.76
111,0,317294,19,1463.57
111,1,235432,6,565.62
111,2,204524,10,429.79999999999995
111,3,292813,2,151.16
111,4,896404,8,94.4
111,5,53182,19,8.55
111,6,906274,10,314
111,7,810528,18,525.96
111,8,987697,4,93.28
112,0,512880,18,1303.7400000000002
112,1,620171,7,625.24
112,2,95890,8,654.48
112,3,978793,10,158.9
112,4,174079,14,845.18
112,5,698872,15,121.5
112,6,468805,11,769.89
112,7,866608,18,1158.3
113,0,38890,4,102.56
113,1,54880,18,747
113,2,887054,13,785.46
114,0,926571,19,1617.66
114,1,192247,14,39.34
114,2,894447,5,27.75
114,3,224966,1,20.14
114,4,269622,15,622.8000000000001
114,5,363823,16,1305.6
114,6,727327,1,19.38
114,7,184959,14,1203.02
114,8,143883,2,184.92
115,0,192794,15,566.85
116,0,508801,10,429.20000000000005
117,0,423906,11,1048.3
117,1,81908,2,41
117,2,218335,1,23.91
117,3,325470,14,655.76
117,4,912121,11,116.71
118,0,888603,15,997.95
118,1,512198,7,555.59
118,2,70484,15,801
118,3,955992,4,172.6
118,4,596669,13,1064.83
119,0,646971,15,262.5
119,1,272105,2,187.24
119,2,299331,10,445.7
119,3,958690,18,802.6200000000001
120,0,682867,12,858
120,1,369618,19,1873.9699999999998
121,0,269001,5,295.05
121,1,712179,8,610.24
121,2,872707,6,471.48
121,3,351705,2,11.86
121,4,146987,14,189.70000000000002
122,0,703128,2,69.12
122,1,443764,14,1226.68
122,2,882020,7,584.71
123,0,51219,9,701.5500000000001
123,1,98888,9,602.82
123,2,191668,9,39.06
123,3,757283,14,597.52
123,4,803815,4,322.16
123,5,912639,12,346.92
123,6,772745,9,392.67
124,0,446787,12,362.64
124,1,42767,15,558.6
124,2,197996,11,724.24
125,0,173338,18,1382.04
125,1,318130,3,122.19
125,2,61895,1,8.79
126,0,463405,11,1080.31
126,1,815982,19,20.14
126,2,55829,4,268.6
126,3,263180,19,131.48
126,4,512233,9,830.52
126,5,211938,14,56.980000000000004
127,0,829890,6,226.68
127,1,847464,17,1259.53
128,0,459637,7,615.51
128,1,754820,7,340.41
128,2,918368,13,256.09999999999997
128,3,517571,12,793.3199999999999
128,4,332623,7,66.85000000000001
128,5,611283,9,533.97
128,6,479293,5,157.10000000000002
128,7,681349,18,1740.2400000000002
129,0,482239,9,352.62
129,1,278932,16,284
129,2,798628,4,267.64
129,3,210585,2,182.88
129,4,384594,19,1823.2399999999998
130,0,145193,5,75.35
131,0,78960,17,288.49
131,1,192334,7,162.54
131,2,574749,8,283.52
131,3,243309,17,1499.91
131,4,291804,13,4.29
131,5,227414,17,288.49
132,0,93512,8,60.64
132,1,894431,13,657.15
132,2,282286,14,280.42
132,3,353907,19,1828.3700000000001
132,4,412796,17,267.41
132,5,505317,4,264.52
132,6,678402,11,350.13
132,7,335401,14,57.959999999999994
132,8,687083,5,110.60000000000001
133,0,650342,2,192.14
133,1,375448,9,586.6200000000001
133,2,157946,9,739.53
133,3,571971,17,1150.5600000000002
133,4,319636,6,484.86
133,5,347138,16,1381.6
133,6,919488,19,1456.92
133,7,34460,13,748.28
134,0,943498,12,849.36
134,1,571875,4,232.16
134,2,131092,11,135.74
134,3,629202,1,39.72
134,4,607725,12,846.1200000000001
134,5,366285,16,22.72
134,6,630282,13,961.74
134,7,255218,10,66.89999999999999
135,0,478401,18,787.68
135,1,251444,19,837.9
136,0,684337,12,621
136,1,291675,9,269.90999999999997
136,2,767729,16,281.28
136,3,676105,11,613.58
137,0,661891,1,93.52
137,1,731365,12,421.68
137,2,993095,11,858.77
137,3,302022,6,39.96
137,4,839306,14,2.94
138,0,496301,3,135.35999999999999
138,1,504590,15,1063.35
138,2,439361,10,298.09999999999997
138,3,859925,6,268.62
138,4,543901,10,981.5
138,5,16669,12,185.64000000000001
138,6,231542,2,42.26
138,7,23077,12,727.08
138,8,896623,12,1098.3600000000001
139,0,214040,16,469.6
139,1,121581,9,717.03
139,2,271381,17,661.13
139,3,524179,3,159.27
139,4,464794,3,186.48
139,5,374442,8,348.64
140,0,324610,16,278.88
140,1,112575,14,215.88
140,2,861773,3,17.13
140,3,765164,6,231.66
140,4,169894,1,81.81
140,5,858157,5,477.55
140,6,957193,18,1729.98
140,7,324950,18,1748.52
140,8,359164,18,670.14
141,0,829626,13,216.97000000000003
141,1,276815,5,52.05
141,2,595439,7,185.22
142,0,614890,11,928.07
142,1,73254,11,1056.99
142,2,420747,3,92.52
142,3,836212,6,160.92000000000002
142,4,486584,14,1091.86
143,0,790542,3,20.97
143,1,358822,3,218.52
143,2,284954,14,1358
143,3,876387,9,630.09
143,4,382765,6,397.14
143,5,588983,17,624.07
143,6,25902,18,655.3799999999999
144,0,478484,11,906.95
144,1,52606,8,292.88
144,2,182625,9,670.9499999999999
144,3,349707,15,451.05
144,4,749054,5,149.35
144,5,587962,5,201.05
144,6,649680,11,253
144,7,765207,7,149.45000000000002
145,0,852408,14,1345.68
145,1,727476,17,945.71
145,2,420162,1,22.86
145,3,636224,13,350.87
145,4,274828,2,139.28
145,5,6711,15,817.65
145,6,870145,18,337.86
145,7,133758,2,108.3
146,0,327569,12,957.36
146,1,185030,13,1012.8299999999999
146,2,828864,1,32.06
146,3,351899,8,104
146,4,813627,18,90
146,5,687664,5,158.75
146,6,500620,2,158.26
146,7,434661,7,332.08
147,0,288841,11,338.46999999999997
147,1,61616,17,915.2800000000001
147,2,573108,19,230.27999999999997
147,3,275947,19,1336.27
147,4,896556,18,168.12
147,5,324208,14,416.5
148,0,938425,4,134.28
148,1,602402,16,653.12
148,2,681288,16,1040.96
148,3,261088,14,263.06
148,4,217762,9,239.85
149,0,790184,17,1381.76
149,1,613081,4,9.48
149,2,871435,4,37.64
150,0,581757,10,730.6999999999999
150,1,997679,10,191.70000000000002
150,2,440554,11,271.04
151,0,53160,16,1060.64
152,0,95962,10,441.2
152,1,966600,4,197.52
152,2,218656,13,280.41
152,3,622874,3,229.86
152,4,734789,10,196.6
153,0,739866,3,179.34
153,1,211522,7,109.97
153,2,632004,19,136.42
154,0,657403,1,89.29
155,0,386771,18,1092.78
155,1,335828,11,113.85
155,2,499493,12,867.72
155,3,813920,15,1182.9
155,4,630169,9,835.83
155,5,487912,13,554.06
155,6,436846,3,199.70999999999998
155,7,645461,10,553.6
156,0,234603,6,20.52
156,1,982411,9,321.3
156,2,871555,3,93.24
156,3,449309,14,625.8000000000001
156,4,776443,19,996.17
156,5,814140,10,830.4000000000001
157,0,933925,5,0.15
157,1,285296,18,1302.1200000000001
157,2,237140,16,557.92
157,3,152578,3,133.26
158,0,141704,2,163.28
158,1,632674,17,45.22
158,2,54219,6,184.74
158,3,778729,5,184
159,0,33313,17,61.71
159,1,387240,1,46.32
159,2,246579,10,257.6
159,3,762188,4,278.36
159,4,389392,18,1645.02
159,5,623446,4,154
160,0,744377,11,882.75
161,0,844109,10,882.9000000000001
162,0,411821,10,193.2
162,1,410031,11,963.27
162,2,162527,3,154.35000000000002
162,3,958681,10,100.60000000000001
162,4,404912,2,96.56
162,5,313021,14,280.7
163,0,31206,4,302.48
163,1,733557,5,238
163,2,291062,2,104.52
163,3,358500,3,201.12
163,4,772102,10,779.7
163,5,439699,1,58.69
163,6,169605,1,58.44
164,0,752679,12,1008.1200000000001
164,1,674001,17,1060.97
164,2,529037,16,469.6
164,3,363883,15,1212.9
164,4,463554,7,546.35
164,5,790198,5,271
165,0,412747,16,564.32
166,0,411821,14,270.48
167,0,872647,12,898.56
167,1,874240,11,1029.9299999999998
168,0,71381,3,91.56
168,1,286036,4,54.72
168,2,89917,14,289.94
168,3,967272,8,635.12
168,4,180680,6,140.16
168,5,489734,6,347.64
168,6,299695,19,1471.93
169,0,346381,4,361.2
169,1,323820,9,478.53000000000003
169,2,921227,10,545.5
169,3,415552,7,485.31
169,4,612470,12,134.76
169,5,772776,18,1350.72
169,6,466989,9,838.4399999999999
169,7,271012,5,347.5
169,8,249759,6,441.65999999999997
170,0,506847,2,148.02
170,1,138032,2,15.620000000000001
170,2,935683,6,565.14
170,3,398830,18,232.56
171,0,963708,9,740.52
171,1,675895,2,96.92
171,2,756882,18,1461.42
171,3,223946,4,364.28
172,0,648875,8,242.4
172,1,471715,19,1136.01
172,2,712358,17,82.79
172,3,308125,7,26.599999999999998
172,4,367030,11,340.34000000000003
172,5,747199,16,1231.84
173,0,356425,6,438.29999999999995
173,1,359256,14,294.84
174,0,315528,4,288.36
174,1,791388,17,686.29
175,0,381019,19,475.57000000000005
175,1,50376,8,692.88
175,2,694062,11,199.20999999999998
175,3,12046,7,406.21000000000004
176,0,911287,13,314.47
176,1,735036,4,360.16
176,2,697906,9,800.64
176,3,190301,12,794.1600000000001
176,4,66797,18,1742.3999999999999
176,5,382370,7,257.53
176,6,491283,9,679.23
176,7,213235,5,158.3
177,0,71092,18,1325.7
177,1,246049,9,369.63
177,2,825956,7,386.89000000000004
177,3,370362,13,370.76
177,4,653648,14,663.32
177,5,51996,11,684.2
177,6,594606,7,463.96000000000004
178,0,652909,13,1272.57
178,1,962309,9,379.26
178,2,105076,16,1178.56
178,3,949786,17,344.76
178,4,507637,19,790.78
178,5,795346,15,969.4499999999999
179,0,123495,7,367.71000000000004
179,1,385895,3,50.04
180,0,903085,17,1676.03
180,1,672327,11,1002.0999999999999
180,2,329960,1,58.66
180,3,300673,8,634
180,4,357936,14,671.5799999999999
180,5,260298,9,834.48
180,6,712179,14,1067.92
180,7,298324,10,915.1999999999999
181,0,717966,11,575.85
181,1,499040,14,198.1
181,2,605758,12,1138.08
181,3,930161,19,746.6999999999999
182,0,912768,13,413.01
182,1,924143,6,72.42
182,2,929272,11,920.92
183,0,990388,9,453.87
183,1,500596,12,254.88
183,2,109449,18,881.64
183,3,994111,9,887.3100000000001
184,0,807390,19,883.5
184,1,734060,12,1133.76
184,2,640409,11,5.39
184,3,360148,9,220.23
184,4,816888,18,1124.46
184,5,430142,8,225.44
184,6,620032,19,130.91
185,0,194784,18,455.04
185,1,33031,19,1134.3
185,2,40292,15,198.75
185,3,226346,18,1689.66
186,0,365081,12,387.72
186,1,320468,6,92.69999999999999
187,0,225254,19,1642.17
188,0,466148,19,1734.7
189,0,512337,3,225.51
189,1,463537,13,1173.8999999999999
190,0,283764,19,720.48
190,1,691139,18,288.54
190,2,982872,11,298.1
190,3,379461,3,201.24
191,0,42528,15,20.55
191,1,677472,1,98.34
191,2,766362,9,18.18
191,3,606177,5,411.75
191,4,800091,6,19.5
191,5,945013,19,868.1099999999999
191,6,731211,3,211.95000000000002
192,0,406092,19,1623.55
193,0,571243,4,370.16
193,1,638187,16,851.52
194,0,483582,11,758.56
195,0,598930,9,278.09999999999997
195,1,911897,16,308.48
195,2,504633,11,948.42
195,3,704472,14,128.79999999999998
195,4,690294,15,652.95
195,5,358380,15,733.05
195,6,388830,8,768.16
195,7,241496,19,819.28
195,8,227588,6,366.12
196,0,804125,2,20.9
196,1,190613,11,779.02
196,2,350656,14,342.3
196,3,96115,2,3.6
196,4,709599,14,1106
197,0,299332,2,184.06
197,1,505580,6,268.08
197,2,677676,4,96.68
197,3,913591,12,330.36
197,4,136939,8,400.32
197,5,56122,18,658.26
197,6,672697,8,477.92
197,7,432801,7,131.11
198,0,93979,1,81.57
198,1,939266,15,1464.3000000000002
199,0,561846,2,53.28
199,1,802888,6,97.26
200,0,769296,12,985.1999999999999
200,1,515018,10,555.4
200,2,892374,2,4.68
200,3,370733,16,777.44
200,4,224913,17,551.14
200,5,466731,10,237.10000000000002
200,6,576766,8,778.64
201,0,110034,11,847.33
201,1,606679,6,335.28000000000003
